-1 0.0000000E+00 2.5000000E-02 5.0000000E-02 7.5000000E-02 1.0000000E-01 1.2500000E-01 1.5000000E-01 1.7500000E-01 2.0000000E-01 2.2500000E-01 2.5000000E-01 2.7500000E-01 3.0000000E-01 3.2500000E-01 3.5000000E-01 3.7500000E-01 4.0000000E-01 4.2500000E-01 4.5000000E-01 4.7500000E-01 5.0000000E-01 5.2500000E-01 5.5000000E-01 5.7500000E-01 6.0000000E-01 6.2500000E-01 6.5000000E-01 6.7500000E-01 7.0000000E-01 7.2500000E-01 7.5000000E-01 7.7500000E-01 8.0000000E-01 8.2500000E-01 8.5000000E-01 8.7500000E-01 9.0000000E-01 9.2500000E-01 9.5000000E-01 9.7500000E-01 1.0000000E+00 1.0250000E+00 1.0500000E+00 1.0750000E+00 1.1000000E+00 1.1250000E+00 1.1500000E+00 1.1750000E+00 1.2000000E+00 1.2250000E+00 1.2500000E+00 1.2750000E+00 1.3000000E+00 1.3250000E+00 1.3500000E+00 1.3750000E+00 1.4000000E+00 1.4250000E+00 1.4500000E+00 1.4750000E+00 1.5000000E+00 1.5250000E+00 1.5500000E+00 1.5750000E+00 1.6000000E+00 1.6250000E+00 1.6500000E+00 1.6750000E+00 1.7000000E+00 1.7250000E+00 1.7500000E+00 1.7750000E+00 1.8000000E+00 1.8250000E+00 1.8500000E+00 1.8750000E+00 1.9000000E+00 1.9250000E+00 1.9500000E+00 1.9750000E+00 2.0000000E+00
0.0000000E+00 0.0000000E+00 -2.0100349E+01 -3.7460143E+01 -5.0672568E+01 -5.9646842E+01 -6.4995845E+01 -6.7605840E+01 -6.8368533E+01 -6.8039810E+01 -6.7186792E+01 -6.6189382E+01 -6.5270133E+01 -6.4534326E+01 -6.4009197E+01 -6.3676637E+01 -6.3497409E+01 -6.3427159E+01 -6.3425649E+01 -6.3460992E+01 -6.3510608E+01 -6.3560303E+01 -6.3602498E+01 -6.3634283E+01 -6.3655676E+01 -6.3668252E+01 -6.3674178E+01 -6.3675615E+01 -6.3674394E+01 -6.3671899E+01 -6.3669066E+01 -6.3666454E+01 -6.3664335E+01 -6.3662786E+01 -6.3661766E+01 -6.3661177E+01 -6.3660901E+01 -6.3660829E+01 -6.3660865E+01 -6.3660939E+01 -6.3661002E+01 -6.3661026E+01 -6.3661002E+01 -6.3660939E+01 -6.3660865E+01 -6.3660829E+01 -6.3660901E+01 -6.3661177E+01 -6.3661766E+01 -6.3662786E+01 -6.3664335E+01 -6.3666454E+01 -6.3669066E+01 -6.3671899E+01 -6.3674394E+01 -6.3675615E+01 -6.3674178E+01 -6.3668252E+01 -6.3655676E+01 -6.3634283E+01 -6.3602498E+01 -6.3560303E+01 -6.3510608E+01 -6.3460992E+01 -6.3425649E+01 -6.3427159E+01 -6.3497409E+01 -6.3676637E+01 -6.4009197E+01 -6.4534326E+01 -6.5270133E+01 -6.6189382E+01 -6.7186792E+01 -6.8039810E+01 -6.8368533E+01 -6.7605840E+01 -6.4995845E+01 -5.9646842E+01 -5.0672568E+01 -3.7460143E+01 -2.0100349E+01 0.0000000E+00
2.0000000E-03 0.0000000E+00 -2.0475205E+01 -3.7970180E+01 -5.1170914E+01 -6.0058194E+01 -6.5294186E+01 -6.7795081E+01 -6.8467699E+01 -6.8072915E+01 -6.7176745E+01 -6.6154959E+01 -6.5225023E+01 -6.4487419E+01 -6.3965474E+01 -6.3638247E+01 -6.3464670E+01 -6.3399373E+01 -6.3401685E+01 -6.3439663E+01 -6.3490878E+01 -6.3541375E+01 -6.3583823E+01 -6.3615529E+01 -6.3636676E+01 -6.3648951E+01 -6.3654594E+01 -6.3655797E+01 -6.3654406E+01 -6.3651798E+01 -6.3648903E+01 -6.3646264E+01 -6.3644142E+01 -6.3642603E+01 -6.3641600E+01 -6.3641029E+01 -6.3640771E+01 -6.3640712E+01 -6.3640758E+01 -6.3640839E+01 -6.3640906E+01 -6.3640932E+01 -6.3640906E+01 -6.3640839E+01 -6.3640758E+01 -6.3640712E+01 -6.3640771E+01 -6.3641029E+01 -6.3641600E+01 -6.3642603E+01 -6.3644142E+01 -6.3646264E+01 -6.3648903E+01 -6.3651798E+01 -6.3654406E+01 -6.3655797E+01 -6.3654594E+01 -6.3648951E+01 -6.3636676E+01 -6.3615529E+01 -6.3583823E+01 -6.3541375E+01 -6.3490878E+01 -6.3439663E+01 -6.3401685E+01 -6.3399373E+01 -6.3464670E+01 -6.3638247E+01 -6.3965474E+01 -6.4487419E+01 -6.5225023E+01 -6.6154959E+01 -6.7176745E+01 -6.8072915E+01 -6.8467699E+01 -6.7795081E+01 -6.5294186E+01 -6.0058194E+01 -5.1170914E+01 -3.7970180E+01 -2.0475205E+01 0.0000000E+00
4.0000000E-03 0.0000000E+00 -2.0837127E+01 -3.8456234E+01 -5.1636938E+01 -6.0431611E+01 -6.5551285E+01 -6.7941502E+01 -6.8523620E+01 -6.8063023E+01 -6.7124267E+01 -6.6078751E+01 -6.5138716E+01 -6.4399780E+01 -6.3881349E+01 -6.3559661E+01 -6.3391845E+01 -6.3331542E+01 -6.3337675E+01 -6.3378264E+01 -6.3431046E+01 -6.3482313E+01 -6.3524987E+01 -6.3556594E+01 -6.3577480E+01 -6.3589449E+01 -6.3594804E+01 -6.3595774E+01 -6.3594212E+01 -6.3591495E+01 -6.3588538E+01 -6.3585873E+01 -6.3583749E+01 -6.3582222E+01 -6.3581236E+01 -6.3580684E+01 -6.3580443E+01 -6.3580398E+01 -6.3580455E+01 -6.3580543E+01 -6.3580614E+01 -6.3580641E+01 -6.3580614E+01 -6.3580543E+01 -6.3580455E+01 -6.3580398E+01 -6.3580443E+01 -6.3580684E+01 -6.3581236E+01 -6.3582222E+01 -6.3583749E+01 -6.3585873E+01 -6.3588538E+01 -6.3591495E+01 -6.3594212E+01 -6.3595774E+01 -6.3594804E+01 -6.3589449E+01 -6.3577480E+01 -6.3556594E+01 -6.3524987E+01 -6.3482313E+01 -6.3431046E+01 -6.3378264E+01 -6.3337675E+01 -6.3331542E+01 -6.3391845E+01 -6.3559661E+01 -6.3881349E+01 -6.4399780E+01 -6.5138716E+01 -6.6078751E+01 -6.7124267E+01 -6.8063023E+01 -6.8523620E+01 -6.7941502E+01 -6.5551285E+01 -6.0431611E+01 -5.1636938E+01 -3.8456234E+01 -2.0837127E+01 0.0000000E+00
6.0000000E-03 0.0000000E+00 -2.1185889E+01 -3.8917998E+01 -5.2070348E+01 -6.0766858E+01 -6.5766982E+01 -6.8045009E+01 -6.8536260E+01 -6.8010141E+01 -6.7029393E+01 -6.5960807E+01 -6.5011266E+01 -6.4271465E+01 -6.3756875E+01 -6.3440929E+01 -6.3278981E+01 -6.3223710E+01 -6.3233659E+01 -6.3276833E+01 -6.3331149E+01 -6.3383154E+01 -6.3426028E+01 -6.3457515E+01 -6.3478128E+01 -6.3489781E+01 -6.3494846E+01 -6.3495581E+01 -6.3493851E+01 -6.3491025E+01 -6.3488009E+01 -6.3485320E+01 -6.3483196E+01 -6.3481681E+01 -6.3480713E+01 -6.3480181E+01 -6.3479956E+01 -6.3479926E+01 -6.3479993E+01 -6.3480088E+01 -6.3480164E+01 -6.3480192E+01 -6.3480164E+01 -6.3480088E+01 -6.3479993E+01 -6.3479926E+01 -6.3479956E+01 -6.3480181E+01 -6.3480713E+01 -6.3481681E+01 -6.3483196E+01 -6.3485320E+01 -6.3488009E+01 -6.3491025E+01 -6.3493851E+01 -6.3495581E+01 -6.3494846E+01 -6.3489781E+01 -6.3478128E+01 -6.3457515E+01 -6.3426028E+01 -6.3383154E+01 -6.3331149E+01 -6.3276833E+01 -6.3233659E+01 -6.3223710E+01 -6.3278981E+01 -6.3440929E+01 -6.3756875E+01 -6.4271465E+01 -6.5011266E+01 -6.5960807E+01 -6.7029393E+01 -6.8010141E+01 -6.8536260E+01 -6.8045009E+01 -6.5766982E+01 -6.0766858E+01 -5.2070348E+01 -3.8917998E+01 -2.1185889E+01 0.0000000E+00
8.0000000E-03 0.0000000E+00 -2.1521269E+01 -3.9355181E+01 -5.2470869E+01 -6.1063724E+01 -6.5941138E+01 -6.8105538E+01 -6.8505611E+01 -6.7914303E+01 -6.6892181E+01 -6.5801200E+01 -6.4842754E+01 -6.4102555E+01 -6.3592130E+01 -6.3282127E+01 -6.3126148E+01 -6.3075945E+01 -6.3089704E+01 -6.3135436E+01 -6.3191251E+01 -6.3243961E+01 -6.3287007E+01 -6.3318355E+01 -6.3338682E+01 -6.3350013E+01 -6.3354783E+01 -6.3355284E+01 -6.3353385E+01 -6.3350453E+01 -6.3347379E+01 -6.3344669E+01 -6.3342545E+01 -6.3341043E+01 -6.3340095E+01 -6.3339582E+01 -6.3339375E+01 -6.3339358E+01 -6.3339436E+01 -6.3339538E+01 -6.3339617E+01 -6.3339646E+01 -6.3339617E+01 -6.3339538E+01 -6.3339436E+01 -6.3339358E+01 -6.3339375E+01 -6.3339582E+01 -6.3340095E+01 -6.3341043E+01 -6.3342545E+01 -6.3344669E+01 -6.3347379E+01 -6.3350453E+01 -6.3353385E+01 -6.3355284E+01 -6.3354783E+01 -6.3350013E+01 -6.3338682E+01 -6.3318355E+01 -6.3287007E+01 -6.3243961E+01 -6.3191251E+01 -6.3135436E+01 -6.3089704E+01 -6.3075945E+01 -6.3126148E+01 -6.3282127E+01 -6.3592130E+01 -6.4102555E+01 -6.4842754E+01 -6.5801200E+01 -6.6892181E+01 -6.7914303E+01 -6.8505611E+01 -6.8105538E+01 -6.5941138E+01 -6.1063724E+01 -5.2470869E+01 -3.9355181E+01 -2.1521269E+01 0.0000000E+00
1.0000000E-02 0.0000000E+00 -2.1843056E+01 -3.9767506E+01 -5.2838248E+01 -6.1322020E+01 -6.6073644E+01 -6.8123049E+01 -6.8431692E+01 -6.7775569E+01 -6.6712719E+01 -6.5600032E+01 -6.4633285E+01 -6.3893156E+01 -6.3387220E+01 -6.3083354E+01 -6.2933443E+01 -6.2888339E+01 -6.2905900E+01 -6.2954161E+01 -6.3011440E+01 -6.3064821E+01 -6.3108013E+01 -6.3139202E+01 -6.3159230E+01 -6.3170231E+01 -6.3174704E+01 -6.3174970E+01 -6.3172905E+01 -6.3169868E+01 -6.3166738E+01 -6.3164007E+01 -6.3161885E+01 -6.3160398E+01 -6.3159469E+01 -6.3158976E+01 -6.3158786E+01 -6.3158784E+01 -6.3158872E+01 -6.3158981E+01 -6.3159064E+01 -6.3159095E+01 -6.3159064E+01 -6.3158981E+01 -6.3158872E+01 -6.3158784E+01 -6.3158786E+01 -6.3158976E+01 -6.3159469E+01 -6.3160398E+01 -6.3161885E+01 -6.3164007E+01 -6.3166738E+01 -6.3169868E+01 -6.3172905E+01 -6.3174970E+01 -6.3174704E+01 -6.3170231E+01 -6.3159230E+01 -6.3139202E+01 -6.3108013E+01 -6.3064821E+01 -6.3011440E+01 -6.2954161E+01 -6.2905900E+01 -6.2888339E+01 -6.2933443E+01 -6.3083354E+01 -6.3387220E+01 -6.3893156E+01 -6.4633285E+01 -6.5600032E+01 -6.6712719E+01 -6.7775569E+01 -6.8431692E+01 -6.8123049E+01 -6.6073644E+01 -6.1322020E+01 -5.2838248E+01 -3.9767506E+01 -2.1843056E+01 0.0000000E+00
1.2000000E-02 0.0000000E+00 -2.2151046E+01 -4.0154713E+01 -5.3172254E+01 -6.1541585E+01 -6.6164417E+01 -6.8097533E+01 -6.8314550E+01 -6.7594026E+01 -6.6491120E+01 -6.5357429E+01 -6.4382993E+01 -6.3643401E+01 -6.3142273E+01 -6.2844737E+01 -6.2700989E+01 -6.2661012E+01 -6.2682364E+01 -6.2733123E+01 -6.2791830E+01 -6.2845849E+01 -6.2889159E+01 -6.2920168E+01 -6.2939885E+01 -6.2950549E+01 -6.2954723E+01 -6.2954753E+01 -6.2952523E+01 -6.2949383E+01 -6.2946200E+01 -6.2943450E+01 -6.2941332E+01 -6.2939860E+01 -6.2938951E+01 -6.2938478E+01 -6.2938306E+01 -6.2938317E+01 -6.2938415E+01 -6.2938531E+01 -6.2938619E+01 -6.2938650E+01 -6.2938619E+01 -6.2938531E+01 -6.2938415E+01 -6.2938317E+01 -6.2938306E+01 -6.2938478E+01 -6.2938951E+01 -6.2939860E+01 -6.2941332E+01 -6.2943450E+01 -6.2946200E+01 -6.2949383E+01 -6.2952523E+01 -6.2954753E+01 -6.2954723E+01 -6.2950549E+01 -6.2939885E+01 -6.2920168E+01 -6.2889159E+01 -6.2845849E+01 -6.2791830E+01 -6.2733123E+01 -6.2682364E+01 -6.2661012E+01 -6.2700989E+01 -6.2844737E+01 -6.3142273E+01 -6.3643401E+01 -6.4382993E+01 -6.5357429E+01 -6.6491120E+01 -6.7594026E+01 -6.8314550E+01 -6.8097533E+01 -6.6164417E+01 -6.1541585E+01 -5.3172254E+01 -4.0154713E+01 -2.2151046E+01 0.0000000E+00
1.4000000E-02 0.0000000E+00 -2.2445045E+01 -4.0516558E+01 -5.3472675E+01 -6.1722278E+01 -6.6213399E+01 -6.8029005E+01 -6.8154259E+01 -6.7369789E+01 -6.6227523E+01 -6.5073545E+01 -6.4092035E+01 -6.3353447E+01 -6.2857444E+01 -6.2566425E+01 -6.2428931E+01 -6.2394107E+01 -6.2419236E+01 -6.2472462E+01 -6.2532559E+01 -6.2587182E+01 -6.2630582E+01 -6.2661393E+01 -6.2680785E+01 -6.2691106E+01 -6.2694978E+01 -6.2694773E+01 -6.2692378E+01 -6.2689138E+01 -6.2685903E+01 -6.2683137E+01 -6.2681023E+01 -6.2679568E+01 -6.2678679E+01 -6.2678226E+01 -6.2678072E+01 -6.2678097E+01 -6.2678206E+01 -6.2678329E+01 -6.2678420E+01 -6.2678453E+01 -6.2678420E+01 -6.2678329E+01 -6.2678206E+01 -6.2678097E+01 -6.2678072E+01 -6.2678226E+01 -6.2678679E+01 -6.2679568E+01 -6.2681023E+01 -6.2683137E+01 -6.2685903E+01 -6.2689138E+01 -6.2692378E+01 -6.2694773E+01 -6.2694978E+01 -6.2691106E+01 -6.2680785E+01 -6.2661393E+01 -6.2630582E+01 -6.2587182E+01 -6.2532559E+01 -6.2472462E+01 -6.2419236E+01 -6.2394107E+01 -6.2428931E+01 -6.2566425E+01 -6.2857444E+01 -6.3353447E+01 -6.4092035E+01 -6.5073545E+01 -6.6227523E+01 -6.7369789E+01 -6.8154259E+01 -6.8029005E+01 -6.6213399E+01 -6.1722278E+01 -5.3472675E+01 -4.0516558E+01 -2.2445045E+01 0.0000000E+00
1.6000000E-02 0.0000000E+00 -2.2724867E+01 -4.0852811E+01 -5.3739321E+01 -6.1863986E+01 -6.6220560E+01 -6.7917508E+01 -6.7950921E+01 -6.7103000E+01 -6.5922096E+01 -6.4748560E+01 -6.3760595E+01 -6.3023478E+01 -6.2532913E+01 -6.2248595E+01 -6.2117441E+01 -6.2087792E+01 -6.2116682E+01 -6.2172341E+01 -6.2233791E+01 -6.2288983E+01 -6.2332447E+01 -6.2363040E+01 -6.2382096E+01 -6.2392067E+01 -6.2395633E+01 -6.2395193E+01 -6.2392636E+01 -6.2389297E+01 -6.2386013E+01 -6.2383231E+01 -6.2381123E+01 -6.2379685E+01 -6.2378818E+01 -6.2378386E+01 -6.2378249E+01 -6.2378288E+01 -6.2378407E+01 -6.2378537E+01 -6.2378632E+01 -6.2378666E+01 -6.2378632E+01 -6.2378537E+01 -6.2378407E+01 -6.2378288E+01 -6.2378249E+01 -6.2378386E+01 -6.2378818E+01 -6.2379685E+01 -6.2381123E+01 -6.2383231E+01 -6.2386013E+01 -6.2389297E+01 -6.2392636E+01 -6.2395193E+01 -6.2395633E+01 -6.2392067E+01 -6.2382096E+01 -6.2363040E+01 -6.2332447E+01 -6.2288983E+01 -6.2233791E+01 -6.2172341E+01 -6.2116682E+01 -6.2087792E+01 -6.2117441E+01 -6.2248595E+01 -6.2532913E+01 -6.3023478E+01 -6.3760595E+01 -6.4748560E+01 -6.5922096E+01 -6.7103000E+01 -6.7950921E+01 -6.7917508E+01 -6.6220560E+01 -6.1863986E+01 -5.3739321E+01 -4.0852811E+01 -2.2724867E+01 0.0000000E+00
