-1 0.0000000E+00 5.0000000E-02 1.0000000E-01 1.5000000E-01 2.0000000E-01 2.5000000E-01 3.0000000E-01 3.5000000E-01 4.0000000E-01 4.5000000E-01 5.0000000E-01 5.5000000E-01 6.0000000E-01 6.5000000E-01 7.0000000E-01 7.5000000E-01 8.0000000E-01 8.5000000E-01 9.0000000E-01 9.5000000E-01 1.0000000E+00 1.0500000E+00 1.1000000E+00 1.1500000E+00 1.2000000E+00 1.2500000E+00 1.3000000E+00 1.3500000E+00 1.4000000E+00 1.4500000E+00 1.5000000E+00 1.5500000E+00 1.6000000E+00 1.6500000E+00 1.7000000E+00 1.7500000E+00 1.8000000E+00 1.8500000E+00 1.9000000E+00 1.9500000E+00 2.0000000E+00
0.0000000E+00 0.0000000E+00 -3.7460143E+01 -5.9646842E+01 -6.7605840E+01 -6.8039810E+01 -6.6189382E+01 -6.4534326E+01 -6.3676637E+01 -6.3427159E+01 -6.3460992E+01 -6.3560303E+01 -6.3634283E+01 -6.3668252E+01 -6.3675615E+01 -6.3671899E+01 -6.3666454E+01 -6.3662786E+01 -6.3661177E+01 -6.3660829E+01 -6.3660939E+01 -6.3661026E+01 -6.3660939E+01 -6.3660829E+01 -6.3661177E+01 -6.3662786E+01 -6.3666454E+01 -6.3671899E+01 -6.3675615E+01 -6.3668252E+01 -6.3634283E+01 -6.3560303E+01 -6.3460992E+01 -6.3427159E+01 -6.3676637E+01 -6.4534326E+01 -6.6189382E+01 -6.8039810E+01 -6.7605840E+01 -5.9646842E+01 -3.7460143E+01 0.0000000E+00
1.0000000E-03 0.0000000E+00 -3.7718139E+01 -5.9857244E+01 -6.7705806E+01 -6.8061736E+01 -6.6177396E+01 -6.4515966E+01 -6.3662469E+01 -6.3418273E+01 -6.3455337E+01 -6.3555857E+01 -6.3629930E+01 -6.3663628E+01 -6.3670733E+01 -6.3666875E+01 -6.3661385E+01 -6.3657720E+01 -6.3656129E+01 -6.3655796E+01 -6.3655915E+01 -6.3656005E+01 -6.3655915E+01 -6.3655796E+01 -6.3656129E+01 -6.3657720E+01 -6.3661385E+01 -6.3666875E+01 -6.3670733E+01 -6.3663628E+01 -6.3629930E+01 -6.3555857E+01 -6.3455337E+01 -6.3418273E+01 -6.3662469E+01 -6.4515966E+01 -6.6177396E+01 -6.8061736E+01 -6.7705806E+01 -5.9857244E+01 -3.7718139E+01 0.0000000E+00
2.0000000E-03 0.0000000E+00 -3.7970180E+01 -6.0058194E+01 -6.7795081E+01 -6.8072915E+01 -6.6154959E+01 -6.4487419E+01 -6.3638247E+01 -6.3399373E+01 -6.3439663E+01 -6.3541375E+01 -6.3615529E+01 -6.3648951E+01 -6.3655797E+01 -6.3651798E+01 -6.3646264E+01 -6.3642603E+01 -6.3641029E+01 -6.3640712E+01 -6.3640839E+01 -6.3640932E+01 -6.3640839E+01 -6.3640712E+01 -6.3641029E+01 -6.3642603E+01 -6.3646264E+01 -6.3651798E+01 -6.3655797E+01 -6.3648951E+01 -6.3615529E+01 -6.3541375E+01 -6.3439663E+01 -6.3399373E+01 -6.3638247E+01 -6.4487419E+01 -6.6154959E+01 -6.8072915E+01 -6.7795081E+01 -6.0058194E+01 -3.7970180E+01 0.0000000E+00
3.0000000E-03 0.0000000E+00 -3.8216224E+01 -6.0249659E+01 -6.7873650E+01 -6.8073344E+01 -6.6122076E+01 -6.4448688E+01 -6.3603976E+01 -6.3370461E+01 -6.3413970E+01 -6.3516859E+01 -6.3591082E+01 -6.3624224E+01 -6.3630810E+01 -6.3626670E+01 -6.3621092E+01 -6.3617435E+01 -6.3615879E+01 -6.3615578E+01 -6.3615714E+01 -6.3615809E+01 -6.3615714E+01 -6.3615578E+01 -6.3615879E+01 -6.3617435E+01 -6.3621092E+01 -6.3626670E+01 -6.3630810E+01 -6.3624224E+01 -6.3591082E+01 -6.3516859E+01 -6.3413970E+01 -6.3370461E+01 -6.3603976E+01 -6.4448688E+01 -6.6122076E+01 -6.8073344E+01 -6.7873650E+01 -6.0249659E+01 -3.8216224E+01 0.0000000E+00
4.0000000E-03 0.0000000E+00 -3.8456234E+01 -6.0431611E+01 -6.7941502E+01 -6.8063023E+01 -6.6078751E+01 -6.4399780E+01 -6.3559661E+01 -6.3331542E+01 -6.3378264E+01 -6.3482313E+01 -6.3556594E+01 -6.3589449E+01 -6.3595774E+01 -6.3591495E+01 -6.3585873E+01 -6.3582222E+01 -6.3580684E+01 -6.3580398E+01 -6.3580543E+01 -6.3580641E+01 -6.3580543E+01 -6.3580398E+01 -6.3580684E+01 -6.3582222E+01 -6.3585873E+01 -6.3591495E+01 -6.3595774E+01 -6.3589449E+01 -6.3556594E+01 -6.3482313E+01 -6.3378264E+01 -6.3331542E+01 -6.3559661E+01 -6.4399780E+01 -6.6078751E+01 -6.8063023E+01 -6.7941502E+01 -6.0431611E+01 -3.8456234E+01 0.0000000E+00
5.0000000E-03 0.0000000E+00 -3.8690171E+01 -6.0604020E+01 -6.7998624E+01 -6.8041955E+01 -6.6024992E+01 -6.4340702E+01 -6.3505309E+01 -6.3282623E+01 -6.3332549E+01 -6.3437742E+01 -6.3512069E+01 -6.3544632E+01 -6.3550695E+01 -6.3546277E+01 -6.3540614E+01 -6.3536968E+01 -6.3535449E+01 -6.3535178E+01 -6.3535332E+01 -6.3535433E+01 -6.3535332E+01 -6.3535178E+01 -6.3535449E+01 -6.3536968E+01 -6.3540614E+01 -6.3546277E+01 -6.3550695E+01 -6.3544632E+01 -6.3512069E+01 -6.3437742E+01 -6.3332549E+01 -6.3282623E+01 -6.3505309E+01 -6.4340702E+01 -6.6024992E+01 -6.8041955E+01 -6.7998624E+01 -6.0604020E+01 -3.8690171E+01 0.0000000E+00
6.0000000E-03 0.0000000E+00 -3.8917998E+01 -6.0766858E+01 -6.8045009E+01 -6.8010141E+01 -6.5960807E+01 -6.4271465E+01 -6.3440929E+01 -6.3223710E+01 -6.3276833E+01 -6.3383154E+01 -6.3457515E+01 -6.3489781E+01 -6.3495581E+01 -6.3491025E+01 -6.3485320E+01 -6.3481681E+01 -6.3480181E+01 -6.3479926E+01 -6.3480088E+01 -6.3480192E+01 -6.3480088E+01 -6.3479926E+01 -6.3480181E+01 -6.3481681E+01 -6.3485320E+01 -6.3491025E+01 -6.3495581E+01 -6.3489781E+01 -6.3457515E+01 -6.3383154E+01 -6.3276833E+01 -6.3223710E+01 -6.3440929E+01 -6.4271465E+01 -6.5960807E+01 -6.8010141E+01 -6.8045009E+01 -6.0766858E+01 -3.8917998E+01 0.0000000E+00
7.0000000E-03 0.0000000E+00 -3.9139680E+01 -6.0920101E+01 -6.8080649E+01 -6.7967589E+01 -6.5886205E+01 -6.4192078E+01 -6.3366531E+01 -6.3154814E+01 -6.3211126E+01 -6.3318557E+01 -6.3392940E+01 -6.3424905E+01 -6.3430441E+01 -6.3425747E+01 -6.3420002E+01 -6.3416369E+01 -6.3414888E+01 -6.3414649E+01 -6.3414820E+01 -6.3414926E+01 -6.3414820E+01 -6.3414649E+01 -6.3414888E+01 -6.3416369E+01 -6.3420002E+01 -6.3425747E+01 -6.3430441E+01 -6.3424905E+01 -6.3392940E+01 -6.3318557E+01 -6.3211126E+01 -6.3154814E+01 -6.3366531E+01 -6.4192078E+01 -6.5886205E+01 -6.7967589E+01 -6.8080649E+01 -6.0920101E+01 -3.9139680E+01 0.0000000E+00
8.0000000E-03 0.0000000E+00 -3.9355181E+01 -6.1063724E+01 -6.8105538E+01 -6.7914303E+01 -6.5801200E+01 -6.4102555E+01 -6.3282127E+01 -6.3075945E+01 -6.3135436E+01 -6.3243961E+01 -6.3318355E+01 -6.3350013E+01 -6.3355284E+01 -6.3350453E+01 -6.3344669E+01 -6.3341043E+01 -6.3339582E+01 -6.3339358E+01 -6.3339538E+01 -6.3339646E+01 -6.3339538E+01 -6.3339358E+01 -6.3339582E+01 -6.3341043E+01 -6.3344669E+01 -6.3350453E+01 -6.3355284E+01 -6.3350013E+01 -6.3318355E+01 -6.3243961E+01 -6.3135436E+01 -6.3075945E+01 -6.3282127E+01 -6.4102555E+01 -6.5801200E+01 -6.7914303E+01 -6.8105538E+01 -6.1063724E+01 -3.9355181E+01 0.0000000E+00
9.0000000E-03 0.0000000E+00 -3.9564467E+01 -6.1197704E+01 -6.8119672E+01 -6.7850293E+01 -6.5705804E+01 -6.4002909E+01 -6.3187729E+01 -6.2987115E+01 -6.3049777E+01 -6.3159378E+01 -6.3233771E+01 -6.3265117E+01 -6.3270122E+01 -6.3265155E+01 -6.3259333E+01 -6.3255715E+01 -6.3254273E+01 -6.3254065E+01 -6.3254254E+01 -6.3254365E+01 -6.3254254E+01 -6.3254065E+01 -6.3254273E+01 -6.3255715E+01 -6.3259333E+01 -6.3265155E+01 -6.3270122E+01 -6.3265117E+01 -6.3233771E+01 -6.3159378E+01 -6.3049777E+01 -6.2987115E+01 -6.3187729E+01 -6.4002909E+01 -6.5705804E+01 -6.7850293E+01 -6.8119672E+01 -6.1197704E+01 -3.9564467E+01 0.0000000E+00
1.0000000E-02 0.0000000E+00 -3.9767506E+01 -6.1322020E+01 -6.8123049E+01 -6.7775569E+01 -6.5600032E+01 -6.3893156E+01 -6.3083354E+01 -6.2888339E+01 -6.2954161E+01 -6.3064821E+01 -6.3139202E+01 -6.3170231E+01 -6.3174970E+01 -6.3169868E+01 -6.3164007E+01 -6.3160398E+01 -6.3158976E+01 -6.3158784E+01 -6.3158981E+01 -6.3159095E+01 -6.3158981E+01 -6.3158784E+01 -6.3158976E+01 -6.3160398E+01 -6.3164007E+01 -6.3169868E+01 -6.3174970E+01 -6.3170231E+01 -6.3139202E+01 -6.3064821E+01 -6.2954161E+01 -6.2888339E+01 -6.3083354E+01 -6.3893156E+01 -6.5600032E+01 -6.7775569E+01 -6.8123049E+01 -6.1322020E+01 -3.9767506E+01 0.0000000E+00
1.1000000E-02 0.0000000E+00 -3.9964265E+01 -6.1436653E+01 -6.8115669E+01 -6.7690142E+01 -6.5483901E+01 -6.3773313E+01 -6.2969017E+01 -6.2779632E+01 -6.2848605E+01 -6.2960306E+01 -6.3034662E+01 -6.3065369E+01 -6.3069841E+01 -6.3064604E+01 -6.3058708E+01 -6.3055108E+01 -6.3053705E+01 -6.3053529E+01 -6.3053735E+01 -6.3053851E+01 -6.3053735E+01 -6.3053529E+01 -6.3053705E+01 -6.3055108E+01 -6.3058708E+01 -6.3064604E+01 -6.3069841E+01 -6.3065369E+01 -6.3034662E+01 -6.2960306E+01 -6.2848605E+01 -6.2779632E+01 -6.2969017E+01 -6.3773313E+01 -6.5483901E+01 -6.7690142E+01 -6.8115669E+01 -6.1436653E+01 -3.9964265E+01 0.0000000E+00
1.2000000E-02 0.0000000E+00 -4.0154713E+01 -6.1541585E+01 -6.8097533E+01 -6.7594026E+01 -6.5357429E+01 -6.3643401E+01 -6.2844737E+01 -6.2661012E+01 -6.2733123E+01 -6.2845849E+01 -6.2920168E+01 -6.2950549E+01 -6.2954753E+01 -6.2949383E+01 -6.2943450E+01 -6.2939860E+01 -6.2938478E+01 -6.2938317E+01 -6.2938531E+01 -6.2938650E+01 -6.2938531E+01 -6.2938317E+01 -6.2938478E+01 -6.2939860E+01 -6.2943450E+01 -6.2949383E+01 -6.2954753E+01 -6.2950549E+01 -6.2920168E+01 -6.2845849E+01 -6.2733123E+01 -6.2661012E+01 -6.2844737E+01 -6.3643401E+01 -6.5357429E+01 -6.7594026E+01 -6.8097533E+01 -6.1541585E+01 -4.0154713E+01 0.0000000E+00
1.3000000E-02 0.0000000E+00 -4.0338820E+01 -6.1636798E+01 -6.8068644E+01 -6.7487236E+01 -6.5220637E+01 -6.3503438E+01 -6.2710532E+01 -6.2532496E+01 -6.2607736E+01 -6.2721468E+01 -6.2795739E+01 -6.2825788E+01 -6.2829724E+01 -6.2824220E+01 -6.2818253E+01 -6.2814673E+01 -6.2813311E+01 -6.2813166E+01 -6.2813390E+01 -6.2813511E+01 -6.2813390E+01 -6.2813166E+01 -6.2813311E+01 -6.2814673E+01 -6.2818253E+01 -6.2824220E+01 -6.2829724E+01 -6.2825788E+01 -6.2795739E+01 -6.2721468E+01 -6.2607736E+01 -6.2532496E+01 -6.2710532E+01 -6.3503438E+01 -6.5220637E+01 -6.7487236E+01 -6.8068644E+01 -6.1636798E+01 -4.0338820E+01 0.0000000E+00
1.4000000E-02 0.0000000E+00 -4.0516558E+01 -6.1722278E+01 -6.8029005E+01 -6.7369789E+01 -6.5073545E+01 -6.3353447E+01 -6.2566425E+01 -6.2394107E+01 -6.2472462E+01 -6.2587182E+01 -6.2661393E+01 -6.2691106E+01 -6.2694773E+01 -6.2689138E+01 -6.2683137E+01 -6.2679568E+01 -6.2678226E+01 -6.2678097E+01 -6.2678329E+01 -6.2678453E+01 -6.2678329E+01 -6.2678097E+01 -6.2678226E+01 -6.2679568E+01 -6.2683137E+01 -6.2689138E+01 -6.2694773E+01 -6.2691106E+01 -6.2661393E+01 -6.2587182E+01 -6.2472462E+01 -6.2394107E+01 -6.2566425E+01 -6.3353447E+01 -6.5073545E+01 -6.7369789E+01 -6.8029005E+01 -6.1722278E+01 -4.0516558E+01 0.0000000E+00
1.5000000E-02 0.0000000E+00 -4.0687897E+01 -6.1798011E+01 -6.7978624E+01 -6.7241704E+01 -6.4916178E+01 -6.3193452E+01 -6.2412438E+01 -6.2245864E+01 -6.2327322E+01 -6.2443013E+01 -6.2517153E+01 -6.2546525E+01 -6.2549922E+01 -6.2544155E+01 -6.2538122E+01 -6.2534564E+01 -6.2533243E+01 -6.2533130E+01 -6.2533370E+01 -6.2533497E+01 -6.2533370E+01 -6.2533130E+01 -6.2533243E+01 -6.2534564E+01 -6.2538122E+01 -6.2544155E+01 -6.2549922E+01 -6.2546525E+01 -6.2517153E+01 -6.2443013E+01 -6.2327322E+01 -6.2245864E+01 -6.2412438E+01 -6.3193452E+01 -6.4916178E+01 -6.7241704E+01 -6.7978624E+01 -6.1798011E+01 -4.0687897E+01 0.0000000E+00
